id	chrom	len	cumlen
scaffold_group001	ScTjWWh_1-HRSCAF-1	1806	1806
scaffold_group001	ScTjWWh_2-HRSCAF-5	3488	5294
scaffold_group001	ScTjWWh_3-HRSCAF-7	1436	6730
scaffold_group001	ScTjWWh_4-HRSCAF-8	1588	8318
scaffold_group001	ScTjWWh_5-HRSCAF-10	1098	9416
scaffold_group001	ScTjWWh_6-HRSCAF-13	1835	11251
scaffold_group001	ScTjWWh_7-HRSCAF-14	1442	12693
scaffold_group001	ScTjWWh_8-HRSCAF-16	1681	14374
scaffold_group001	ScTjWWh_9-HRSCAF-20	7770	22144
scaffold_group001	ScTjWWh_10-HRSCAF-21	1369	23513
scaffold_group001	ScTjWWh_11-HRSCAF-22	4234	27747
scaffold_group001	ScTjWWh_12-HRSCAF-23	2044	29791
scaffold_group001	ScTjWWh_13-HRSCAF-25	3433	33224
scaffold_group001	ScTjWWh_14-HRSCAF-27	3001	36225
scaffold_group001	ScTjWWh_15-HRSCAF-29	2296	38521
scaffold_group001	ScTjWWh_16-HRSCAF-30	3268	41789
scaffold_group001	ScTjWWh_17-HRSCAF-35	1982	43771
scaffold_group001	ScTjWWh_18-HRSCAF-36	1048	44819
scaffold_group001	ScTjWWh_19-HRSCAF-38	1050	45869
scaffold_group001	ScTjWWh_20-HRSCAF-40	19864	65733
scaffold_group001	ScTjWWh_21-HRSCAF-41	7047	72780
scaffold_group001	ScTjWWh_22-HRSCAF-42	1999	74779
scaffold_group001	ScTjWWh_23-HRSCAF-43	3294	78073
scaffold_group001	ScTjWWh_24-HRSCAF-45	3857	81930
scaffold_group001	ScTjWWh_25-HRSCAF-46	1781	83711
scaffold_group001	ScTjWWh_26-HRSCAF-47	2084	85795
scaffold_group001	ScTjWWh_27-HRSCAF-48	1299	87094
scaffold_group001	ScTjWWh_28-HRSCAF-49	2921	90015
scaffold_group001	ScTjWWh_29-HRSCAF-50	1211	91226
scaffold_group001	ScTjWWh_30-HRSCAF-51	3333	94559
scaffold_group002	ScTjWWh_31-HRSCAF-53	2707	97266
scaffold_group002	ScTjWWh_32-HRSCAF-55	5523	102789
scaffold_group002	ScTjWWh_33-HRSCAF-57	9167	111956
scaffold_group002	ScTjWWh_34-HRSCAF-58	7300	119256
scaffold_group002	ScTjWWh_35-HRSCAF-59	1205	120461
scaffold_group002	ScTjWWh_36-HRSCAF-61	1777	122238
scaffold_group002	ScTjWWh_37-HRSCAF-62	1142	123380
scaffold_group002	ScTjWWh_38-HRSCAF-63	3682	127062
scaffold_group002	ScTjWWh_39-HRSCAF-66	2738	129800
scaffold_group002	ScTjWWh_40-HRSCAF-68	2610	132410
scaffold_group002	ScTjWWh_41-HRSCAF-70	2856	135266
scaffold_group002	ScTjWWh_42-HRSCAF-72	3128	138394
scaffold_group002	ScTjWWh_43-HRSCAF-78	1461	139855
scaffold_group002	ScTjWWh_44-HRSCAF-80	2832	142687
scaffold_group002	ScTjWWh_45-HRSCAF-81	5726	148413
scaffold_group002	ScTjWWh_46-HRSCAF-85	1260	149673
scaffold_group002	ScTjWWh_47-HRSCAF-87	1978	151651
